,scenario,seed,model,rmse,calib_err,width_mean,width_median,width_std,width_p90,mean_containment
206,friedman2,0,RandomForest CVAP - 10,148.29069323476142,109.96434676096939,0.41917596398537227,0.43163488775276615,0.13953151813192885,0.5807917627756375,
207,friedman2,0,GradientBoosting,24.819011174683432,7.7148491283479785,,,,,
208,friedman2,0,GradientBoosting CVAP - 1,131.28487210304658,113.68064346993101,0.6303828003660755,0.6035029768058113,0.20381083094264063,0.939365129598376,
209,friedman2,0,GradientBoosting CVAP - 10,149.24917963420594,109.76888018445705,0.41705533861014615,0.44021573111351575,0.13978852828658742,0.5811102842306392,
210,friedman3,0,LinearRegression,1.039757462780993,0.22758536510534713,,,,,
211,friedman3,0,LinearRegression CVAP - 1,1.041116556190791,0.22315606577277433,0.3347077561198104,0.2034077389157894,0.28838219665831305,0.6778209780868892,
212,friedman3,0,LinearRegression CVAP - 10,1.0477638589557987,0.20339488118907698,0.19061405539623624,0.12869828153046192,0.1492116932255411,0.37824244983848204,
213,friedman3,0,Ridge,1.039779776998342,0.2275372617968739,,,,,
214,friedman3,0,Ridge CVAP - 1,1.0411084320086215,0.2231048401445795,0.33466039213506493,0.2034077389157894,0.28821120750120865,0.6778209780868892,
215,friedman3,0,Ridge CVAP - 10,1.0477563461218868,0.2033690254347537,0.19059014877768413,0.12869828153046192,0.14912843712203483,0.37824244983848204,
216,friedman3,0,Lasso,1.0870275954582274,0.11088713710169573,,,,,
217,friedman3,0,Lasso CVAP - 1,1.0872583582582844,0.11088713710169573,0.05259915572715879,0.05259915572715881,1.3877787807814457e-17,0.05259915572715881,
218,friedman3,0,Lasso CVAP - 10,1.0875413374670155,0.11224479868012516,0.030818056646408132,0.030818056646408132,0.0,0.030818056646408132,
219,friedman3,0,ElasticNet,1.0870275954582274,0.11088713710169573,,,,,
220,friedman3,0,ElasticNet CVAP - 1,1.0872583582582844,0.11088713710169573,0.05259915572715879,0.05259915572715881,1.3877787807814457e-17,0.05259915572715881,
221,friedman3,0,ElasticNet CVAP - 10,1.0875413374670155,0.11224479868012516,0.030818056646408132,0.030818056646408132,0.0,0.030818056646408132,
222,friedman3,0,SVR(RBF),1.0193958050441918,0.21922570715796988,,,,,
223,friedman3,0,SVR(RBF) CVAP - 1,1.0312714252872994,0.22571724909031327,0.32629564136352796,0.24228882641824856,0.23762186727975074,0.632085393236807,
224,friedman3,0,SVR(RBF) CVAP - 10,1.043792354704445,0.2517950718378018,0.17744493654695914,0.15112371230244687,0.12774955351153483,0.3636166940247388,
225,friedman3,0,RandomForest,1.0266443329886765,0.17426487194499204,,,,,
226,friedman3,0,RandomForest CVAP - 1,1.039695544111094,0.3095142626840175,0.3479678197965679,0.20073450835745,0.2845534343516862,0.856262912914272,
227,friedman3,0,RandomForest CVAP - 10,1.0465157086968917,0.3194004071435999,0.19145210288614767,0.13580355613337966,0.1413486071688761,0.4337897355278829,
228,friedman3,0,GradientBoosting,1.0403248777167313,0.20982941473720046,,,,,
229,friedman3,0,GradientBoosting CVAP - 1,1.0295127132428517,0.2620247633227438,0.3284703965444642,0.19218336575460293,0.2627718945333693,0.781180664611266,
230,friedman3,0,GradientBoosting CVAP - 10,1.0407511091176738,0.27602697301269635,0.1896281187811895,0.1132214330323436,0.1409251141556834,0.4352736260651363,
